application_id,checked_at,revision_no,packet_status,budget_attachment_status,site_authorization_status,review_team
A26-2183,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-3108,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-3732,2026-03-22T09:00-07:00,2,complete,approved,verified,intake_c
A26-5166,2026-03-21T11:15-07:00,1,complete,approved,not_required,intake_a
A26-5396,2026-02-19T14:30-07:00,1,complete,missing,verified,intake_b
A26-3425,2026-03-19T09:00-07:00,1,complete,approved,verified,intake_c
A26-5119,2026-03-16T14:15-07:00,1,complete,approved,not_required,intake_a
A26-5681,2026-03-22T13:30-07:00,1,complete,approved,verified,intake_a
A26-6723,2026-03-11T12:45-07:00,1,needs_followup,approved,not_required,intake_a
A26-9969,2026-03-20T11:00-07:00,1,complete,approved,verified,intake_a
A26-9407,2026-03-06T13:45-07:00,1,complete,approved,pending,intake_b
A26-8544,2026-03-14T14:45-07:00,1,complete,approved,pending,intake_a
A26-5126,2026-03-19T10:45-07:00,1,complete,approved,not_required,intake_a
A26-2370,2026-02-19T11:45-07:00,1,complete,missing,not_required,intake_a
A26-3108,2026-03-03T12:45-07:00,1,complete,approved,pending,intake_a
A26-5696,2026-03-26T09:30-07:00,1,complete,approved,verified,intake_c
A26-8629,2026-02-23T12:45-07:00,1,complete,missing,not_required,intake_b
A26-6742,2026-03-22T11:45-07:00,1,needs_followup,approved,verified,intake_b
A26-8285,2026-03-16T14:30-07:00,1,complete,approved,verified,intake_a
A26-5116,2026-03-10T09:15-07:00,1,complete,revision_requested,verified,intake_c
A26-9269,2026-03-09T12:00-07:00,1,complete,revision_requested,not_required,intake_a
A26-5036,2026-03-16T12:30-07:00,1,complete,revision_requested,not_required,intake_c
A26-8896,2026-03-13T13:15-07:00,1,complete,approved,pending,intake_c
A26-0994,2026-03-12T13:00-07:00,1,complete,approved,verified,intake_b
A26-9525,2026-03-17T16:30-07:00,1,complete,approved,verified,intake_c
A26-5132,2026-03-11T14:15-07:00,1,complete,approved,verified,intake_b
A26-3815,2026-03-05T11:45-07:00,1,complete,approved,pending,intake_a
A26-5046,2026-03-22T14:00-07:00,1,complete,approved,verified,intake_b
A26-5000,2026-03-17T14:15-07:00,1,complete,approved,verified,intake_b
A26-3614,2026-03-11T14:45-07:00,1,needs_followup,approved,not_required,intake_c
A26-6061,2026-03-19T16:15-07:00,1,complete,approved,not_required,intake_b
A26-5052,2026-02-17T14:30-07:00,1,complete,approved,verified,intake_b
A26-5175,2026-03-01T11:30-07:00,1,complete,approved,pending,intake_a
A26-5074,2026-03-08T16:30-07:00,1,incomplete,approved,not_required,intake_b
A26-1145,2026-03-10T09:15-07:00,1,complete,approved,pending,intake_b
A26-0309,2026-03-02T11:15-07:00,1,complete,missing,verified,intake_c
A26-5442,2026-03-18T16:30-07:00,1,complete,approved,verified,intake_b
A26-7528,2026-03-12T16:15-07:00,1,needs_followup,approved,not_required,intake_a
A26-8199,2026-03-22T13:45-07:00,1,complete,approved,verified,intake_c
A26-9555,2026-03-11T10:15-07:00,1,needs_followup,approved,not_required,intake_a
A26-1970,2026-03-11T13:45-07:00,1,complete,approved,not_required,intake_c
A26-5034,2026-03-08T12:15-07:00,1,complete,revision_requested,verified,intake_a
A26-0126,2026-03-09T14:45-07:00,1,complete,approved,not_required,intake_c
A26-5094,2026-03-18T11:15-07:00,1,complete,approved,pending,intake_c
A26-4873,2026-03-22T14:15-07:00,1,complete,approved,verified,intake_b
A26-2331,2026-03-16T12:30-07:00,1,complete,approved,verified,intake_a
A26-5161,2026-03-20T13:00-07:00,1,complete,approved,not_required,intake_a
A26-5117,2026-03-10T16:00-07:00,1,complete,approved,verified,intake_a
A26-4951,2026-03-21T12:30-07:00,1,complete,approved,not_required,intake_c
A26-5148,2026-03-21T16:30-07:00,1,complete,approved,verified,intake_a
A26-1817,2026-03-16T12:00-07:00,1,complete,approved,not_required,intake_c
A26-0166,2026-03-15T15:30-07:00,1,complete,approved,not_required,intake_a
A26-3512,2026-03-12T13:15-07:00,1,complete,approved,verified,intake_c
A26-5110,2026-03-21T14:45-07:00,1,complete,approved,not_required,intake_b
A26-5131,2026-03-19T12:00-07:00,1,complete,approved,verified,intake_a
A26-5047,2026-03-16T16:00-07:00,1,incomplete,approved,verified,intake_b
A26-6254,2026-03-19T13:45-07:00,1,complete,approved,verified,intake_a
A26-5024,2026-03-14T11:30-07:00,1,complete,approved,verified,intake_c
A26-9115,2026-03-14T15:00-07:00,1,needs_followup,approved,not_required,intake_a
A26-1358,2026-03-22T13:30-07:00,1,complete,approved,verified,intake_c
A26-2064,2026-03-13T13:15-07:00,1,complete,approved,verified,intake_a
A26-8862,2026-03-01T15:15-07:00,1,incomplete,approved,verified,intake_c
A26-5993,2026-03-15T14:00-07:00,1,complete,missing,not_required,intake_a
A26-5681,2026-03-16T13:30-07:00,1,complete,missing,verified,intake_b
A26-5169,2026-03-08T09:00-07:00,1,incomplete,approved,not_required,intake_c
A26-0934,2026-02-28T14:15-07:00,1,complete,approved,verified,intake_a
A26-1026,2026-03-09T10:15-07:00,1,complete,approved,verified,intake_b
A26-2493,2026-03-26T09:30-07:00,1,complete,revision_requested,verified,intake_c
A26-9984,2026-03-11T14:30-07:00,1,complete,approved,not_required,intake_c
A26-2449,2026-03-20T14:30-07:00,1,complete,approved,not_required,intake_b
A26-1175,2026-03-08T15:00-07:00,1,complete,approved,not_required,intake_a
A26-5065,2026-02-25T11:30-07:00,1,incomplete,approved,not_required,intake_c
A26-5042,2026-03-18T14:15-07:00,1,complete,approved,verified,intake_a
A26-2800,2026-02-21T15:15-07:00,1,complete,missing,not_required,intake_c
A26-5020,2026-03-04T13:45-07:00,1,complete,approved,verified,intake_c
A26-8309,2026-03-18T15:45-07:00,1,complete,approved,not_required,intake_a
A26-6965,2026-03-20T15:00-07:00,1,complete,approved,not_required,intake_b
A26-3114,2026-03-14T12:45-07:00,1,complete,missing,not_required,intake_b
A26-5076,2026-03-01T16:30-07:00,1,incomplete,approved,not_required,intake_c
A26-3080,2026-03-22T15:00-07:00,1,complete,approved,not_required,intake_a
A26-5075,2026-02-21T11:15-07:00,1,incomplete,approved,verified,intake_b
A26-1934,2026-03-08T10:30-07:00,1,complete,approved,not_required,intake_c
A26-2807,2026-03-09T11:30-07:00,1,complete,approved,pending,intake_c
A26-5150,2026-03-05T14:15-07:00,1,incomplete,approved,verified,intake_a
A26-2233,2026-03-14T10:15-07:00,1,incomplete,approved,verified,intake_a
A26-4732,2026-03-12T13:15-07:00,1,complete,approved,verified,intake_a
A26-2525,2026-03-13T12:00-07:00,1,complete,approved,not_required,intake_c
A26-6280,2026-03-05T13:15-07:00,1,incomplete,approved,verified,intake_b
A26-5158,2026-03-18T16:15-07:00,1,complete,approved,not_required,intake_b
A26-5085,2026-03-15T14:30-07:00,1,complete,approved,not_required,intake_b
A26-5133,2026-02-20T14:30-07:00,1,complete,missing,verified,intake_b
A26-5696,2026-03-02T13:45-07:00,1,complete,approved,verified,intake_c
A26-5176,2026-02-22T10:45-07:00,1,complete,missing,verified,intake_b
A26-6126,2026-03-12T11:15-07:00,1,complete,approved,pending,intake_c
A26-9928,2026-03-01T10:30-07:00,1,incomplete,approved,verified,intake_b
A26-1331,2026-03-10T11:00-07:00,1,incomplete,approved,not_required,intake_c
A26-6289,2026-03-04T15:00-07:00,1,complete,missing,verified,intake_c
A26-1243,2026-03-22T14:45-07:00,1,complete,approved,not_required,intake_b
A26-5006,2026-02-28T15:15-07:00,1,complete,missing,not_required,intake_b
A26-5065,2026-03-10T11:30-07:00,1,complete,approved,not_required,intake_a
A26-5019,2026-02-26T15:15-07:00,1,complete,approved,pending,intake_c
A26-1881,2026-03-16T16:30-07:00,1,complete,approved,verified,intake_a
A26-2434,2026-03-04T11:00-07:00,1,complete,approved,pending,intake_a
A26-2211,2026-03-08T11:00-07:00,1,complete,missing,verified,intake_b
A26-5274,2026-03-08T15:45-07:00,1,complete,approved,not_required,intake_c
A26-5047,2026-03-18T16:00-07:00,1,complete,approved,verified,intake_b
A26-5162,2026-03-16T14:45-07:00,1,complete,approved,not_required,intake_a
A26-8474,2026-03-15T09:45-07:00,1,complete,approved,not_required,intake_c
A26-5125,2026-03-15T12:45-07:00,1,complete,missing,verified,intake_b
A26-2531,2026-03-01T15:45-07:00,1,complete,missing,verified,intake_b
A26-8377,2026-02-20T14:45-07:00,1,complete,missing,not_required,intake_c
A26-2739,2026-03-12T14:15-07:00,1,complete,approved,pending,intake_b
A26-5170,2026-02-28T12:15-07:00,1,incomplete,approved,verified,intake_a
A26-5059,2026-03-21T10:15-07:00,1,complete,approved,not_required,intake_a
A26-9458,2026-03-08T15:45-07:00,1,complete,approved,verified,intake_b
A26-5004,2026-03-16T10:00-07:00,1,complete,missing,verified,intake_c
A26-3722,2026-03-13T11:45-07:00,1,complete,approved,verified,intake_c
A26-5007,2026-03-17T15:00-07:00,1,incomplete,approved,verified,intake_c
A26-6375,2026-03-14T10:15-07:00,1,complete,approved,verified,intake_a
A26-9624,2026-03-14T15:00-07:00,2,complete,approved,not_required,intake_c
A26-2381,2026-03-19T15:00-07:00,1,complete,approved,not_required,intake_a
A26-5182,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-5578,2026-02-28T15:45-07:00,1,complete,missing,verified,intake_b
A26-5023,2026-03-09T14:45-07:00,1,complete,missing,not_required,intake_a
A26-1548,2026-02-22T15:45-07:00,1,incomplete,approved,verified,intake_c
A26-5183,2026-03-15T13:00-07:00,1,complete,approved,verified,intake_b
A26-9624,2026-02-23T15:00-07:00,1,complete,missing,not_required,intake_c
A26-2367,2026-03-05T09:00-07:00,1,complete,approved,pending,intake_b
A26-6064,2026-03-17T16:00-07:00,1,complete,approved,not_required,intake_c
A26-5107,2026-03-01T16:00-07:00,1,complete,missing,verified,intake_b
A26-9218,2026-03-12T10:45-07:00,1,complete,approved,verified,intake_b
A26-4985,2026-03-18T12:30-07:00,1,complete,approved,verified,intake_c
A26-5028,2026-03-03T09:45-07:00,1,complete,missing,not_required,intake_c
A26-3732,2026-03-22T09:00-07:00,1,needs_followup,approved,verified,intake_b
A26-6723,2026-03-11T12:45-07:00,2,complete,approved,not_required,intake_b
A26-8229,2026-03-09T12:45-07:00,1,incomplete,approved,not_required,intake_b
A26-3984,2026-03-14T16:45-07:00,1,complete,approved,not_required,intake_c
A26-3028,2026-03-01T11:15-07:00,1,incomplete,approved,verified,intake_b
A26-9411,2026-03-10T13:00-07:00,2,complete,approved,verified,intake_b
A26-4787,2026-03-17T11:00-07:00,1,complete,approved,verified,intake_a
A26-8466,2026-02-20T12:30-07:00,1,complete,approved,pending,intake_a
A26-5147,2026-02-28T10:45-07:00,1,complete,missing,verified,intake_a
A26-5144,2026-03-15T15:15-07:00,1,complete,approved,pending,intake_c
A26-6401,2026-03-22T15:15-07:00,1,complete,approved,verified,intake_b
A26-8260,2026-03-14T12:00-07:00,1,complete,approved,not_required,intake_b
A26-5054,2026-03-08T12:30-07:00,1,complete,missing,verified,intake_c
A26-4857,2026-03-19T14:30-07:00,1,complete,approved,not_required,intake_a
A26-1380,2026-03-09T09:00-07:00,1,complete,approved,verified,intake_b
A26-5096,2026-03-09T09:00-07:00,1,complete,approved,not_required,intake_a
A26-0328,2026-03-05T14:00-07:00,1,complete,approved,pending,intake_c
A26-1237,2026-03-05T14:15-07:00,1,incomplete,approved,verified,intake_b
A26-0932,2026-03-07T11:15-07:00,1,complete,approved,pending,intake_b
A26-1237,2026-03-09T14:15-07:00,1,complete,approved,verified,intake_a
A26-0044,2026-03-10T15:15-07:00,1,complete,approved,pending,intake_c
A26-8260,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-2142,2026-03-11T09:45-07:00,1,incomplete,approved,verified,intake_a
A26-4054,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-3848,2026-03-10T12:00-07:00,1,complete,approved,not_required,intake_b
A26-9855,2026-03-11T11:15-07:00,1,complete,approved,verified,intake_b
A26-0817,2026-03-16T16:15-07:00,1,complete,approved,verified,intake_c
A26-3484,2026-03-09T12:45-07:00,1,complete,approved,verified,intake_a
A26-4074,2026-03-09T12:15-07:00,2,complete,approved,not_required,intake_a
A26-1099,2026-03-15T14:30-07:00,1,complete,approved,not_required,intake_c
A26-9587,2026-03-10T11:15-07:00,1,complete,approved,not_required,intake_c
A26-5171,2026-03-06T15:15-07:00,1,complete,missing,not_required,intake_a
A26-6745,2026-03-20T14:45-07:00,2,complete,approved,verified,intake_c
A26-6723,2026-03-06T12:45-07:00,1,complete,missing,not_required,intake_a
A26-5020,2026-03-08T13:45-07:00,1,complete,revision_requested,not_required,intake_c
A26-5046,2026-03-08T14:00-07:00,1,complete,approved,pending,intake_b
A26-8002,2026-03-20T14:15-07:00,1,needs_followup,approved,not_required,intake_b
A26-5025,2026-03-10T14:00-07:00,1,needs_followup,approved,verified,intake_c
A26-5145,2026-03-16T14:00-07:00,1,complete,approved,not_required,intake_a
A26-5140,2026-03-10T12:45-07:00,1,complete,approved,verified,intake_b
A26-4737,2026-03-07T14:30-07:00,1,incomplete,approved,verified,intake_a
A26-0536,2026-03-18T13:45-07:00,1,complete,approved,not_required,intake_b
A26-3069,2026-03-18T13:15-07:00,1,complete,approved,verified,intake_a
A26-4138,2026-03-13T15:45-07:00,1,complete,approved,not_required,intake_b
A26-1069,2026-03-22T14:15-07:00,1,complete,approved,verified,intake_c
A26-9786,2026-03-12T16:15-07:00,1,complete,approved,verified,intake_a
A26-5067,2026-02-20T13:45-07:00,1,complete,missing,verified,intake_c
A26-7535,2026-03-13T09:30-07:00,1,complete,approved,verified,intake_a
A26-9726,2026-03-20T14:00-07:00,1,complete,approved,not_required,intake_c
A26-9984,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-0138,2026-03-03T09:00-07:00,1,incomplete,approved,verified,intake_c
A26-4438,2026-03-04T13:30-07:00,1,complete,missing,verified,intake_a
A26-5026,2026-03-15T11:00-07:00,1,needs_followup,approved,verified,intake_a
A26-5029,2026-03-12T16:45-07:00,1,incomplete,approved,verified,intake_b
A26-5170,2026-03-15T12:15-07:00,1,needs_followup,approved,verified,intake_c
A26-0408,2026-03-01T11:30-07:00,1,complete,approved,verified,intake_b
A26-3051,2026-03-16T15:45-07:00,1,needs_followup,approved,not_required,intake_b
A26-2031,2026-03-10T12:45-07:00,1,complete,approved,verified,intake_b
A26-5059,2026-03-09T10:15-07:00,1,complete,approved,pending,intake_a
A26-5072,2026-03-17T12:00-07:00,1,complete,approved,not_required,intake_b
A26-2709,2026-02-25T09:45-07:00,1,complete,approved,verified,intake_c
A26-6587,2026-03-13T13:45-07:00,1,complete,approved,verified,intake_b
A26-5099,2026-03-07T10:15-07:00,1,complete,approved,pending,intake_b
A26-5136,2026-03-17T15:00-07:00,1,incomplete,approved,not_required,intake_a
A26-9624,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-0994,2026-03-17T13:00-07:00,1,needs_followup,approved,not_required,intake_c
A26-8081,2026-03-08T09:15-07:00,1,complete,approved,pending,intake_c
A26-5101,2026-03-13T09:45-07:00,1,complete,approved,verified,intake_c
A26-0817,2026-03-06T16:15-07:00,1,complete,missing,verified,intake_a
A26-6018,2026-03-03T15:15-07:00,1,complete,missing,not_required,intake_b
A26-6165,2026-03-17T16:30-07:00,1,complete,approved,verified,intake_a
A26-4847,2026-03-12T10:15-07:00,1,complete,approved,pending,intake_a
A26-5127,2026-03-12T13:45-07:00,1,complete,approved,not_required,intake_a
A26-5095,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-9218,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-2531,2026-03-19T15:45-07:00,1,complete,approved,verified,intake_c
A26-5181,2026-03-11T13:45-07:00,1,complete,approved,not_required,intake_b
A26-0003,2026-03-22T12:15-07:00,1,needs_followup,approved,verified,intake_b
A26-3426,2026-03-14T10:30-07:00,2,complete,approved,verified,intake_a
A26-5118,2026-03-11T13:15-07:00,1,complete,approved,verified,intake_b
A26-5142,2026-03-22T09:00-07:00,1,complete,approved,verified,intake_b
A26-5054,2026-03-10T12:30-07:00,1,complete,approved,verified,intake_c
A26-6254,2026-03-12T13:45-07:00,1,incomplete,approved,verified,intake_a
A26-2888,2026-03-16T15:00-07:00,1,complete,approved,not_required,intake_a
A26-5010,2026-03-11T13:45-07:00,1,needs_followup,approved,verified,intake_c
A26-5149,2026-03-08T10:30-07:00,1,complete,approved,not_required,intake_b
A26-5011,2026-03-16T15:30-07:00,1,complete,approved,verified,intake_c
A26-3635,2026-03-16T14:30-07:00,1,complete,approved,verified,intake_a
A26-7380,2026-03-12T11:30-07:00,1,complete,approved,verified,intake_a
A26-1244,2026-03-12T15:15-07:00,1,complete,approved,not_required,intake_b
A26-9698,2026-03-05T15:45-07:00,1,incomplete,approved,verified,intake_b
A26-8002,2026-03-20T14:15-07:00,2,complete,approved,not_required,intake_a
A26-1265,2026-03-19T11:00-07:00,1,incomplete,approved,verified,intake_b
A26-9230,2026-03-05T09:00-07:00,1,complete,missing,not_required,intake_c
A26-1251,2026-03-03T10:15-07:00,1,complete,approved,verified,intake_a
A26-5080,2026-03-20T16:30-07:00,1,complete,approved,pending,intake_c
A26-0044,2026-03-20T15:15-07:00,1,complete,approved,verified,intake_c
A26-9935,2026-03-15T13:15-07:00,1,needs_followup,approved,not_required,intake_c
A26-5057,2026-03-22T10:00-07:00,1,complete,approved,verified,intake_b
A26-8457,2026-03-10T13:15-07:00,1,complete,approved,not_required,intake_a
A26-5136,2026-03-19T15:00-07:00,1,complete,approved,not_required,intake_b
A26-4394,2026-03-14T15:45-07:00,1,complete,approved,not_required,intake_a
A26-5049,2026-03-12T10:00-07:00,1,complete,approved,verified,intake_b
A26-1145,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-2619,2026-03-21T09:30-07:00,1,needs_followup,approved,not_required,intake_a
A26-5127,2026-03-02T13:45-07:00,1,complete,missing,not_required,intake_c
A26-5012,2026-03-21T13:30-07:00,1,complete,approved,verified,intake_b
A26-6067,2026-03-11T16:30-07:00,1,complete,approved,not_required,intake_c
A26-1430,2026-03-10T12:30-07:00,1,complete,approved,not_required,intake_b
A26-4264,2026-03-20T14:30-07:00,1,complete,approved,pending,intake_b
A26-4264,2026-03-11T14:30-07:00,1,complete,approved,verified,intake_c
A26-5164,2026-03-12T15:15-07:00,2,complete,approved,not_required,intake_a
A26-2278,2026-02-26T14:00-07:00,1,complete,approved,verified,intake_a
A26-5125,2026-03-20T12:45-07:00,1,complete,approved,verified,intake_c
A26-1934,2026-03-03T10:30-07:00,1,complete,approved,pending,intake_a
A26-1447,2026-03-10T13:15-07:00,1,complete,approved,verified,intake_b
A26-1773,2026-02-25T16:30-07:00,1,complete,missing,verified,intake_b
A26-3405,2026-03-22T11:00-07:00,1,needs_followup,approved,not_required,intake_b
A26-5137,2026-02-21T11:45-07:00,1,complete,approved,pending,intake_b
A26-5893,2026-03-22T15:45-07:00,1,needs_followup,approved,verified,intake_a
A26-6326,2026-03-14T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-5168,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-0600,2026-03-07T11:00-07:00,1,incomplete,approved,not_required,intake_a
A26-5048,2026-03-01T12:30-07:00,1,incomplete,approved,not_required,intake_c
A26-0715,2026-03-08T12:45-07:00,1,needs_followup,approved,not_required,intake_a
A26-8681,2026-02-25T16:45-07:00,1,incomplete,approved,not_required,intake_a
A26-1343,2026-03-12T11:15-07:00,1,incomplete,approved,not_required,intake_b
A26-2486,2026-03-15T11:45-07:00,1,needs_followup,approved,not_required,intake_b
A26-1847,2026-03-21T09:15-07:00,1,complete,approved,not_required,intake_c
A26-5101,2026-03-07T09:45-07:00,1,incomplete,approved,verified,intake_c
A26-5490,2026-03-12T12:00-07:00,2,complete,approved,verified,intake_b
A26-5176,2026-03-12T10:45-07:00,1,complete,approved,verified,intake_b
A26-0179,2026-03-11T11:00-07:00,1,complete,approved,not_required,intake_b
A26-9525,2026-03-19T16:30-07:00,1,complete,approved,pending,intake_c
A26-1026,2026-02-28T10:15-07:00,1,incomplete,approved,verified,intake_b
A26-4531,2026-02-28T15:45-07:00,1,complete,approved,pending,intake_a
A26-0138,2026-03-12T09:00-07:00,1,complete,approved,verified,intake_a
A26-4054,2026-03-02T14:15-07:00,1,complete,missing,verified,intake_a
A26-0754,2026-03-08T10:00-07:00,1,complete,approved,pending,intake_a
A26-5128,2026-03-04T15:00-07:00,1,complete,approved,pending,intake_c
A26-2914,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-9016,2026-03-03T12:15-07:00,1,incomplete,approved,verified,intake_c
A26-5400,2026-02-18T16:45-07:00,1,complete,approved,pending,intake_b
A26-5148,2026-03-09T16:30-07:00,1,complete,approved,pending,intake_a
A26-9115,2026-03-14T15:00-07:00,2,complete,approved,not_required,intake_c
A26-5069,2026-03-08T11:45-07:00,1,incomplete,approved,verified,intake_c
A26-6312,2026-03-12T10:15-07:00,1,complete,approved,not_required,intake_b
A26-5118,2026-03-16T13:15-07:00,1,complete,revision_requested,not_required,intake_b
A26-8176,2026-03-18T14:15-07:00,1,incomplete,approved,not_required,intake_c
A26-4388,2026-03-11T09:00-07:00,1,complete,approved,pending,intake_b
A26-4804,2026-03-20T15:45-07:00,1,complete,approved,verified,intake_c
A26-5010,2026-02-22T13:45-07:00,1,incomplete,approved,verified,intake_c
A26-1778,2026-03-02T14:15-07:00,1,incomplete,approved,verified,intake_b
A26-2486,2026-03-15T11:45-07:00,2,complete,approved,not_required,intake_a
A26-5128,2026-03-22T15:00-07:00,1,complete,approved,verified,intake_c
A26-5547,2026-03-03T15:00-07:00,1,incomplete,approved,not_required,intake_c
A26-4010,2026-03-07T16:00-07:00,1,complete,approved,pending,intake_a
A26-5970,2026-03-03T14:15-07:00,1,complete,approved,pending,intake_c
A26-1347,2026-03-09T16:45-07:00,1,complete,approved,not_required,intake_a
A26-2157,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-5111,2026-03-12T09:15-07:00,1,complete,approved,pending,intake_b
A26-0685,2026-03-09T09:30-07:00,1,complete,approved,pending,intake_c
A26-5167,2026-03-20T15:15-07:00,1,complete,approved,verified,intake_a
A26-3079,2026-03-18T15:30-07:00,1,complete,approved,verified,intake_a
A26-1331,2026-03-19T11:00-07:00,1,complete,approved,not_required,intake_a
A26-1579,2026-03-20T09:45-07:00,1,complete,approved,not_required,intake_a
A26-1830,2026-02-21T11:45-07:00,1,incomplete,approved,not_required,intake_a
A26-7834,2026-03-14T13:45-07:00,1,complete,approved,verified,intake_b
A26-1873,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-0335,2026-03-02T11:30-07:00,1,complete,approved,pending,intake_a
A26-3069,2026-03-14T13:15-07:00,1,complete,missing,verified,intake_b
A26-5092,2026-03-07T13:30-07:00,1,complete,approved,pending,intake_b
A26-0122,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-0953,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-1158,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-1505,2026-03-09T09:00-07:00,1,complete,approved,verified,intake_a
A26-1243,2026-03-15T14:45-07:00,1,complete,missing,not_required,intake_b
A26-3929,2026-03-01T12:15-07:00,1,complete,missing,verified,intake_c
A26-5669,2026-03-11T09:15-07:00,1,complete,approved,verified,intake_a
A26-5043,2026-03-09T10:45-07:00,1,complete,missing,verified,intake_b
A26-6064,2026-03-10T16:00-07:00,1,complete,approved,pending,intake_c
A26-5163,2026-03-04T13:15-07:00,1,complete,approved,verified,intake_a
A26-3326,2026-03-10T11:45-07:00,1,incomplete,approved,verified,intake_a
A26-5105,2026-02-20T13:30-07:00,1,complete,missing,not_required,intake_c
A26-5824,2026-03-08T16:15-07:00,1,complete,approved,not_required,intake_b
A26-2239,2026-03-17T09:00-07:00,1,complete,approved,not_required,intake_c
A26-5002,2026-03-16T15:15-07:00,2,complete,approved,verified,intake_a
A26-6752,2026-03-04T13:30-07:00,1,complete,approved,pending,intake_c
A26-0015,2026-03-10T15:45-07:00,1,needs_followup,approved,not_required,intake_a
A26-7082,2026-03-09T09:45-07:00,1,complete,missing,verified,intake_b
A26-6359,2026-03-12T16:45-07:00,1,complete,approved,verified,intake_a
A26-5122,2026-03-10T12:00-07:00,1,complete,approved,not_required,intake_b
A26-3815,2026-03-15T11:45-07:00,1,complete,approved,not_required,intake_c
A26-6575,2026-03-19T10:00-07:00,1,complete,approved,not_required,intake_c
A26-3051,2026-03-16T15:45-07:00,2,complete,approved,not_required,intake_b
A26-6127,2026-03-20T12:00-07:00,1,complete,approved,not_required,intake_a
A26-5048,2026-03-20T12:30-07:00,1,complete,approved,not_required,intake_a
A26-9316,2026-03-13T09:30-07:00,1,complete,approved,verified,intake_c
A26-5129,2026-03-15T09:00-07:00,1,complete,approved,verified,intake_b
A26-2807,2026-03-11T11:30-07:00,1,complete,approved,verified,intake_c
A26-9407,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-2120,2026-03-16T13:00-07:00,1,complete,approved,not_required,intake_a
A26-2933,2026-03-05T13:45-07:00,1,complete,missing,not_required,intake_c
A26-5015,2026-03-16T14:30-07:00,1,complete,approved,verified,intake_a
A26-3016,2026-03-08T16:15-07:00,1,complete,missing,not_required,intake_a
A26-5547,2026-03-08T15:00-07:00,1,complete,approved,not_required,intake_a
A26-5062,2026-03-11T12:30-07:00,1,complete,approved,not_required,intake_c
A26-0200,2026-02-25T15:45-07:00,1,complete,approved,pending,intake_b
A26-7111,2026-03-08T11:00-07:00,1,complete,approved,not_required,intake_a
A26-7380,2026-03-02T11:30-07:00,1,complete,approved,pending,intake_b
A26-8176,2026-03-20T14:15-07:00,1,complete,approved,not_required,intake_a
A26-5018,2026-03-13T12:00-07:00,1,complete,approved,verified,intake_b
A26-5088,2026-02-27T09:15-07:00,1,complete,missing,not_required,intake_c
A26-5152,2026-02-23T11:45-07:00,1,incomplete,approved,not_required,intake_c
A26-4142,2026-03-12T09:45-07:00,1,needs_followup,approved,verified,intake_a
A26-4127,2026-03-09T10:30-07:00,1,complete,approved,verified,intake_a
A26-2493,2026-03-16T16:30-07:00,1,complete,approved,verified,intake_a
A26-4138,2026-03-08T15:45-07:00,1,incomplete,approved,not_required,intake_a
A26-8483,2026-03-10T14:45-07:00,1,complete,approved,not_required,intake_c
A26-6375,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-0241,2026-03-20T14:00-07:00,1,complete,approved,not_required,intake_b
A26-5138,2026-03-14T09:00-07:00,1,complete,approved,verified,intake_c
A26-5002,2026-03-16T15:15-07:00,1,needs_followup,approved,verified,intake_b
A26-7110,2026-03-11T16:00-07:00,2,needs_followup,approved,verified,intake_b
A26-5114,2026-03-13T15:30-07:00,1,complete,approved,not_required,intake_c
A26-2542,2026-03-20T16:45-07:00,1,complete,approved,not_required,intake_b
A26-3635,2026-03-01T14:30-07:00,1,incomplete,approved,verified,intake_c
A26-0632,2026-03-09T09:45-07:00,1,complete,approved,pending,intake_c
A26-5089,2026-03-04T13:30-07:00,1,incomplete,approved,not_required,intake_a
A26-9933,2026-03-13T10:45-07:00,1,complete,approved,not_required,intake_b
A26-1502,2026-03-17T14:45-07:00,1,complete,approved,not_required,intake_c
A26-5016,2026-03-21T11:30-07:00,1,complete,approved,verified,intake_c
A26-7705,2026-03-14T09:30-07:00,1,complete,approved,pending,intake_c
